Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP,season_start,season_end
John Henson,PF,29,TOT,40,600,17.0,.578,.211,.269,8.5,21.8,15.1,13.4,2.0,6.0,15.8,16.3,,0.6,0.8,1.4,.110,,-1.1,2.0,0.9,0.4,2019,2020
Dewan Hernandez,C,23,TOR,4,11,4.2,.340,.200,.400,19.6,47.0,33.6,0.0,4.3,0.0,14.5,26.8,,0.0,0.0,0.0,.003,,-18.2,-3.1,-21.3,-0.1,2019,2020
Juan Hernangómez,PF,24,TOT,47,804,10.1,.509,.515,.294,5.6,19.9,12.6,6.8,1.1,1.0,10.5,15.6,,0.2,0.7,0.9,.051,,-2.5,-1.1,-3.6,-0.3,2019,2020
Willy Hernangómez,C,25,CHO,31,375,19.2,.576,.158,.424,12.1,27.5,19.5,13.5,1.3,1.7,15.4,22.9,,0.4,0.4,0.8,.106,,0.6,-0.6,0.0,0.2,2019,2020
Tyler Herro,SG,20,MIA,46,1273,11.4,.535,.476,.149,1.3,14.5,8.2,11.1,1.1,0.5,11.3,22.0,,-0.2,1.1,0.9,.035,,-0.9,-1.4,-2.3,-0.1,2019,2020
Kevin Hervey,PF,23,OKC,7,19,-14.9,.091,.727,.000,0.0,11.3,5.8,6.7,0.0,0.0,0.0,25.5,,-0.2,0.0,-0.2,-0.471,,-13.3,-6.4,-19.7,-0.1,2019,2020
Mario Hezonja,PF,24,POR,46,752,9.4,.521,.333,.274,3.5,18.0,10.9,7.3,1.7,1.0,13.7,13.6,,0.1,0.6,0.7,.045,,-3.1,0.3,-2.8,-0.2,2019,2020
Buddy Hield,SG,27,SAC,64,2045,16.3,.566,.582,.123,3.1,14.1,8.4,15.8,1.4,0.8,11.8,27.1,,1.7,1.5,3.1,.074,,2.7,-1.3,1.4,1.7,2019,2020
George Hill,PG,33,MIL,52,1103,17.5,.668,.452,.247,4.3,9.2,6.9,18.4,1.7,0.3,11.6,15.8,,3.2,1.9,5.1,.220,,2.0,1.3,3.2,1.5,2019,2020
Solomon Hill,SF,28,TOT,53,969,10.1,.548,.633,.171,2.9,13.4,8.2,12.8,1.7,0.9,14.9,13.3,,0.5,0.9,1.4,.068,,-1.7,0.2,-1.5,0.1,2019,2020
Jaylen Hoard,SF,20,POR,13,103,14.9,.504,.094,.406,14.3,17.8,16.1,5.4,2.3,0.0,9.6,17.2,,0.1,0.1,0.2,.095,,-0.8,-1.1,-1.9,0.0,2019,2020
Aaron Holiday,PG,23,IND,57,1334,12.0,.522,.409,.148,1.8,8.9,5.4,19.6,1.6,0.9,12.5,19.5,,0.5,1.3,1.8,.065,,-1.1,-0.5,-1.6,0.1,2019,2020
Jrue Holiday,SG,29,NOP,55,1922,17.6,.535,.346,.183,3.8,10.9,7.3,29.8,2.2,1.9,13.6,24.7,,2.1,1.8,4.0,.099,,2.0,0.3,2.3,2.1,2019,2020
Justin Holiday,SG,30,IND,64,1596,12.6,.599,.666,.139,2.1,11.9,7.1,7.2,2.3,2.2,8.1,13.5,,1.7,2.2,3.9,.118,,0.0,1.5,1.6,1.4,2019,2020
Rondae Hollis-Jefferson,SF,25,TOR,52,998,15.5,.533,.058,.437,11.0,15.8,13.4,12.9,2.1,2.1,12.2,17.2,,1.4,1.7,3.2,.153,,-0.9,1.5,0.5,0.6,2019,2020
Richaun Holmes,C,26,SAC,39,1125,20.5,.685,.000,.312,11.5,21.3,16.3,5.4,1.7,4.7,11.8,16.0,,3.2,1.5,4.6,.198,,0.6,0.9,1.5,1.0,2019,2020
Rodney Hood,SF,27,POR,21,619,12.2,.625,.413,.157,1.7,10.2,6.0,7.1,1.3,0.5,9.4,13.9,,0.9,0.2,1.1,.086,,-0.4,-0.5,-1.0,0.2,2019,2020
Al Horford,C,33,PHI,59,1819,15.3,.520,.401,.114,5.5,18.9,12.2,18.9,1.4,2.5,8.5,17.5,,2.3,2.5,4.7,.125,,0.8,1.2,2.0,1.8,2019,2020
Talen Horton-Tucker,SG,19,LAL,2,5,14.8,.000,1.000,.000,0.0,0.0,0.0,44.8,9.5,0.0,0.0,8.4,,0.0,0.0,0.0,.110,,0.7,7.2,7.9,0.0,2019,2020
Danuel House,SF,26,HOU,57,1726,11.5,.571,.649,.178,3.4,11.5,7.4,5.9,1.7,1.6,8.4,13.4,,1.9,1.6,3.5,.097,,-0.5,0.1,-0.4,0.7,2019,2020
Dwight Howard,C,34,LAL,62,1193,18.7,.696,.019,.700,14.6,26.9,20.9,4.8,1.1,5.6,17.8,14.5,,2.6,2.4,5.0,.202,,-0.8,1.3,0.5,0.8,2019,2020
William Howard,SG,26,HOU,2,13,-12.7,.000,1.000,.000,0.0,16.2,8.0,9.0,0.0,0.0,20.0,15.9,,-0.1,0.0,-0.1,-0.354,,-14.8,-5.7,-20.5,-0.1,2019,2020
Kevin Huerter,SG,21,ATL,55,1731,11.5,.537,.549,.106,2.2,12.0,7.0,17.2,1.3,1.3,12.1,17.2,,0.9,0.6,1.5,.041,,-0.5,-0.9,-1.5,0.2,2019,2020
De'Andre Hunter,SF,22,ATL,62,1982,8.6,.520,.446,.212,2.3,13.1,7.6,8.0,1.0,0.8,12.2,17.5,,-0.5,0.5,0.0,.000,,-3.0,-1.8,-4.8,-1.4,2019,2020
Chandler Hutchison,SF,23,CHI,28,527,12.4,.521,.217,.446,3.6,19.8,11.3,7.4,2.5,1.3,11.4,19.1,,0.0,0.7,0.7,.060,,-2.7,0.1,-2.6,-0.1,2019,2020
Serge Ibaka,C,30,TOR,50,1377,18.0,.593,.266,.191,8.2,23.3,15.9,8.8,0.8,2.9,12.9,24.1,,1.5,2.4,3.9,.136,,0.6,-0.1,0.5,0.9,2019,2020
Andre Iguodala,SG,36,MIA,13,242,10.4,.542,.460,.160,4.9,17.8,11.6,13.3,1.4,6.2,23.0,12.7,,0.0,0.4,0.3,.065,,-2.9,1.5,-1.4,0.0,2019,2020
Ersan İlyasova,PF,32,MIL,56,895,15.2,.591,.428,.259,7.1,22.5,15.2,7.0,1.2,1.4,9.3,16.4,,1.5,1.9,3.4,.180,,-0.1,0.7,0.6,0.6,2019,2020
Joe Ingles,SF,32,UTA,64,1916,12.5,.588,.628,.170,1.4,12.7,7.3,24.0,1.5,0.4,18.9,15.0,,2.4,1.9,4.3,.108,,0.0,0.7,0.7,1.3,2019,2020
Brandon Ingram,PF,22,NOP,56,1919,19.2,.590,.352,.328,2.7,16.6,9.6,19.8,1.3,1.6,13.1,28.2,,3.2,1.7,4.9,.122,,3.0,-0.4,2.5,2.2,2019,2020
Kyrie Irving,PG,27,BRK,20,658,26.3,.595,.341,.245,3.5,12.3,8.1,37.4,1.9,1.3,10.1,32.6,,2.1,0.8,3.0,.216,,6.7,1.0,7.7,1.6,2019,2020
Jonathan Isaac,SF,22,ORL,32,949,16.9,.542,.283,.227,6.2,19.3,12.5,7.0,2.6,7.4,11.7,18.3,,0.4,1.9,2.3,.114,,-0.9,2.9,2.0,1.0,2019,2020
Wesley Iwundu,SF,25,ORL,44,793,9.9,.514,.340,.387,3.0,12.4,7.6,8.1,1.5,1.3,7.1,13.1,,0.5,0.8,1.3,.079,,-3.3,0.4,-2.9,-0.2,2019,2020
Frank Jackson,PG,21,NOP,51,656,7.7,.500,.467,.249,3.0,8.4,5.7,8.6,1.1,0.5,13.1,20.4,,-0.4,0.3,-0.1,-0.005,,-4.0,-2.1,-6.1,-0.7,2019,2020
Jaren Jackson,C,20,MEM,54,1512,16.2,.590,.485,.237,3.7,13.7,8.8,7.5,1.1,5.0,10.8,23.9,,1.5,1.7,3.2,.100,,0.2,-0.1,0.1,0.8,2019,2020
Josh Jackson,SG,22,MEM,17,337,13.8,.524,.469,.279,3.5,14.0,8.9,11.3,2.4,2.3,11.3,23.0,,0.0,0.4,0.4,.060,,-1.3,1.1,-0.2,0.2,2019,2020
Justin Jackson,PF,24,DAL,56,904,10.2,.504,.485,.144,3.1,12.7,8.0,6.9,0.6,0.8,3.6,15.9,,0.7,0.6,1.3,.067,,-1.5,-1.4,-2.9,-0.2,2019,2020
Reggie Jackson,PG,29,TOT,22,537,14.4,.518,.436,.168,3.1,10.5,6.8,28.5,0.9,0.6,12.1,24.5,,0.5,0.3,0.8,.069,,1.3,-1.4,-0.2,0.3,2019,2020
Justin James,SG,23,SAC,34,218,11.5,.487,.333,.269,3.0,12.7,7.8,10.8,1.3,3.9,8.4,19.0,,0.0,0.2,0.2,.037,,-0.9,0.2,-0.7,0.1,2019,2020
LeBron James,PG,35,LAL,59,2060,25.9,.581,.322,.293,3.1,20.8,12.2,49.6,1.7,1.3,15.3,31.5,,6.0,3.3,9.4,.218,,6.7,1.8,8.5,5.5,2019,2020
Amile Jefferson,PF,26,ORL,18,74,8.9,.372,.000,1.000,14.0,19.5,16.6,7.2,0.7,3.7,13.0,13.6,,0.0,0.1,0.0,.023,,-5.0,-1.0,-6.0,-0.1,2019,2020
DaQuan Jeffries,SG,22,SAC,6,19,10.7,.500,.571,.000,5.8,0.0,3.0,7.8,2.6,0.0,0.0,16.1,,0.0,0.0,0.0,.081,,-2.3,-0.2,-2.5,0.0,2019,2020
Ty Jerome,PG,22,PHO,27,300,8.8,.449,.437,.136,2.2,12.9,7.4,19.3,2.2,0.9,14.2,18.0,,-0.2,0.3,0.0,.007,,-3.4,0.1,-3.3,-0.1,2019,2020
Alize Johnson,SF,23,IND,13,54,10.8,.510,.000,.400,14.4,22.3,18.4,5.0,0.0,0.0,14.5,16.8,,0.0,0.1,0.1,.071,,-3.1,-1.7,-4.8,0.0,2019,2020
B.J. Johnson,SF,24,ORL,8,46,2.5,.344,.333,.111,2.3,12.1,7.0,6.2,2.1,0.0,13.7,20.6,,-0.2,0.0,-0.1,-0.133,,-7.4,-2.5,-9.8,-0.1,2019,2020
Cameron Johnson,PF,23,PHO,49,996,12.2,.576,.705,.142,4.3,11.5,7.8,7.3,1.4,1.4,7.7,16.0,,1.1,0.7,1.8,.087,,0.5,-0.7,-0.2,0.5,2019,2020
James Johnson,PF,32,TOT,31,594,14.6,.572,.433,.239,4.1,16.3,10.2,18.2,1.8,4.8,17.2,19.1,,0.3,0.8,1.1,.089,,-1.4,1.4,0.0,0.3,2019,2020
Keldon Johnson,SF,20,SAS,8,79,17.7,.602,.179,.357,4.1,16.4,10.2,9.4,2.4,1.1,8.5,19.5,,0.1,0.1,0.2,.124,,0.5,-0.6,-0.1,0.0,2019,2020
Stanley Johnson,PF,23,TOR,20,96,3.1,.342,.419,.194,3.4,20.5,12.1,11.0,2.0,2.0,19.2,18.6,,-0.3,0.2,-0.1,-0.068,,-7.7,1.4,-6.4,-0.1,2019,2020
Tyler Johnson,SG,27,PHO,31,515,8.1,.481,.485,.187,2.1,9.3,5.6,13.5,1.1,1.4,11.5,17.3,,-0.2,0.3,0.1,.012,,-3.0,-0.7,-3.6,-0.2,2019,2020
Nikola Jokić,C,24,DEN,64,2067,25.2,.603,.234,.279,8.2,26.8,17.5,34.2,1.8,1.9,15.5,26.7,,6.0,3.2,9.1,.212,,5.5,2.3,7.8,5.1,2019,2020
Damian Jones,C,24,ATL,55,887,15.6,.712,.051,.472,8.9,16.2,12.5,5.6,1.4,3.8,11.5,11.4,,2.2,0.6,2.8,.152,,-1.5,0.1,-1.5,0.1,2019,2020
Derrick Jones,SF,22,MIA,50,1219,14.4,.599,.390,.365,5.4,13.7,9.7,6.7,2.1,2.8,7.0,14.0,,2.1,1.6,3.7,.146,,-0.6,1.1,0.5,0.8,2019,2020
Tyus Jones,PG,23,MEM,64,1212,15.9,.535,.285,.126,0.8,8.0,4.4,32.1,2.2,0.4,10.8,17.1,,2.0,1.0,3.0,.118,,0.6,0.1,0.7,0.8,2019,2020
DeAndre Jordan,C,31,BRK,55,1207,20.1,.687,.000,.429,12.0,34.2,23.4,12.9,0.7,3.6,18.2,14.1,,2.9,2.2,5.2,.205,,1.1,1.8,3.0,1.5,2019,2020
Cory Joseph,PG,28,SAC,64,1538,10.3,.513,.363,.157,2.6,9.5,6.0,19.4,1.5,1.3,14.0,13.0,,1.2,1.0,2.2,.067,,-2.1,0.4,-1.7,0.1,2019,2020
Mfiondu Kabengele,C,22,LAC,12,64,18.2,.614,.625,.156,1.7,15.7,8.9,4.9,1.5,2.7,5.5,23.5,,0.1,0.1,0.2,.175,,2.2,-0.2,1.9,0.1,2019,2020
Frank Kaminsky,C,26,PHO,32,718,14.6,.554,.401,.315,4.6,20.2,12.2,14.8,0.9,1.2,9.4,20.8,,0.8,0.6,1.4,.093,,0.2,-0.3,-0.1,0.3,2019,2020
Enes Kanter,C,27,BOS,50,876,22.1,.597,.023,.286,17.0,30.2,23.7,8.4,1.1,3.9,12.8,19.4,,2.1,1.7,3.8,.209,,1.7,-0.2,1.6,0.8,2019,2020
Luke Kennard,SG,23,DET,28,922,14.4,.589,.535,.219,1.1,11.1,6.0,19.2,0.6,0.5,10.3,19.8,,1.6,0.3,1.9,.101,,1.1,-1.4,-0.3,0.4,2019,2020
Stanton Kidd,SF,27,UTA,4,15,-13.7,.000,.333,.000,0.0,21.0,11.0,8.0,0.0,0.0,40.0,14.6,,-0.1,0.0,-0.1,-0.327,,-15.7,-1.3,-17.0,-0.1,2019,2020
Michael Kidd-Gilchrist,PF-SF,26,TOT,21,231,4.2,.401,.333,.183,5.5,20.3,12.8,8.1,0.4,1.9,16.7,14.8,,-0.3,0.2,-0.2,-0.037,,-6.6,-1.0,-7.7,-0.3,2019,2020
Louis King,SF,20,DET,10,62,6.3,.448,.524,.143,1.8,16.7,9.2,11.8,1.6,0.0,8.2,17.1,,-0.1,0.0,0.0,-0.005,,-5.1,-1.1,-6.2,-0.1,2019,2020
Maxi Kleber,C,28,DAL,64,1626,13.9,.602,.613,.180,6.5,15.5,11.1,6.1,0.6,4.1,8.8,13.8,,2.9,1.6,4.5,.133,,0.6,0.0,0.7,1.1,2019,2020
Brandon Knight,PG,28,TOT,24,429,9.1,.512,.781,.181,0.8,8.7,4.7,21.5,1.1,0.6,16.8,20.9,,-0.1,0.1,0.0,-0.004,,-1.4,-2.3,-3.7,-0.2,2019,2020
Kevin Knox,SF,20,NYK,63,1139,8.2,.467,.496,.247,2.5,14.6,8.4,7.4,0.9,2.3,9.4,17.9,,-0.6,0.7,0.1,.003,,-3.2,-1.2,-4.4,-0.7,2019,2020
John Konchar,SG,23,MEM,14,158,19.4,.702,.265,.059,12.2,18.2,15.2,16.0,2.1,1.6,14.7,10.8,,0.5,0.2,0.6,.195,,2.4,2.4,4.8,0.3,2019,2020
Furkan Korkmaz,SG,22,PHI,63,1377,11.4,.565,.617,.132,1.3,10.3,5.8,7.2,1.3,0.9,8.7,18.4,,0.8,1.3,2.1,.075,,-0.8,-0.9,-1.7,0.1,2019,2020
Luke Kornet,C,24,CHI,36,559,12.7,.539,.578,.150,4.1,12.9,8.3,8.5,0.9,4.4,6.6,16.3,,0.5,0.5,1.0,.090,,-1.0,-0.2,-1.2,0.1,2019,2020
Kyle Korver,SF,38,MIL,50,833,11.3,.613,.799,.131,1.8,10.1,6.2,9.5,1.2,1.3,13.3,15.7,,0.8,1.4,2.2,.125,,-0.4,0.7,0.3,0.5,2019,2020
Rodions Kurucs,PF,21,BRK,39,501,8.4,.554,.485,.209,3.8,15.8,10.0,9.4,1.6,0.5,19.3,15.1,,-0.1,0.6,0.5,.047,,-3.8,0.7,-3.1,-0.1,2019,2020
Kyle Kuzma,PF,24,LAL,53,1305,11.5,.519,.404,.221,4.1,15.4,9.9,7.4,0.7,1.4,11.4,23.2,,-0.2,1.6,1.4,.052,,-2.1,-1.5,-3.5,-0.5,2019,2020
Skal Labissière,C,23,POR,33,567,15.4,.588,.088,.224,12.0,18.7,15.4,10.2,0.6,4.6,15.7,14.3,,1.0,0.4,1.4,.121,,-1.5,0.2,-1.3,0.1,2019,2020
Jeremy Lamb,SG,27,IND,46,1291,14.1,.547,.330,.230,2.1,14.9,8.6,10.6,2.1,1.5,8.7,19.7,,0.9,1.8,2.7,.099,,-1.0,0.5,-0.5,0.5,2019,2020
Romeo Langford,SG,20,BOS,26,288,6.7,.492,.367,.383,4.9,6.6,5.8,2.7,1.3,1.9,11.4,11.7,,0.0,0.3,0.3,.052,,-4.0,-0.1,-4.1,-0.2,2019,2020
Zach LaVine,SG,24,CHI,60,2085,19.5,.568,.404,.279,2.1,13.8,7.6,21.7,2.0,1.3,13.3,31.7,,1.8,2.1,4.0,.091,,3.3,-0.8,2.5,2.4,2019,2020
Vic Law,SF,24,ORL,5,9,-16.6,.000,.333,.667,0.0,12.3,6.0,0.0,0.0,0.0,0.0,18.7,,-0.1,0.0,-0.1,-0.457,,-17.0,-8.3,-25.3,-0.1,2019,2020
Jake Layman,PF,25,MIN,22,488,10.2,.537,.402,.172,2.9,9.0,5.8,4.6,1.6,1.7,10.5,17.6,,0.0,0.3,0.3,.026,,-2.7,-0.9,-3.6,-0.2,2019,2020
T.J. Leaf,PF,22,IND,25,193,13.8,.485,.203,.174,12.1,24.4,18.3,4.3,2.0,1.4,8.6,18.5,,0.0,0.3,0.4,.089,,-1.4,-0.1,-1.6,0.0,2019,2020
Jalen Lecque,PG,19,PHO,4,26,5.0,.460,.400,.200,0.0,0.0,0.0,11.1,0.0,0.0,8.4,19.4,,0.0,0.0,0.0,-0.041,,-5.6,-3.6,-9.2,0.0,2019,2020
Courtney Lee,SG,34,DAL,22,303,11.2,.635,.613,.067,2.5,8.1,5.3,4.9,2.6,1.4,12.5,12.5,,0.3,0.3,0.6,.098,,-1.8,1.2,-0.6,0.1,2019,2020
Damion Lee,SG,27,GSW,48,1392,12.8,.548,.463,.246,2.4,16.3,9.1,14.4,1.7,0.4,10.6,19.2,,0.9,0.8,1.7,.060,,-1.5,-0.9,-2.3,-0.1,2019,2020
Alex Len,C,26,TOT,49,895,18.0,.596,.185,.301,11.4,24.5,17.9,8.1,1.2,4.5,12.8,18.3,,1.4,0.9,2.3,.122,,-0.2,-0.2,-0.4,0.4,2019,2020
Kawhi Leonard,SF,28,LAC,50,1618,26.5,.583,.286,.346,3.4,19.7,11.8,26.9,2.6,1.7,10.8,33.3,,4.4,3.0,7.3,.218,,6.4,2.5,8.8,4.5,2019,2020
Meyers Leonard,C,27,MIA,49,987,11.1,.640,.534,.117,3.2,24.1,14.1,7.7,0.6,1.5,13.0,12.0,,1.0,1.1,2.2,.105,,-1.0,0.4,-0.6,0.3,2019,2020
Caris LeVert,SG,25,BRK,38,1094,14.9,.509,.307,.267,3.7,10.4,7.2,23.6,1.8,0.5,12.8,28.9,,-0.1,1.2,1.1,.047,,-0.3,-0.6,-0.9,0.3,2019,2020
Damian Lillard,PG,29,POR,57,2100,26.2,.618,.492,.379,1.5,10.4,6.0,34.3,1.3,0.8,11.1,30.3,,8.7,0.6,9.3,.213,,7.9,-0.8,7.1,4.8,2019,2020
Nassir Little,PF,19,POR,47,571,9.7,.508,.389,.282,5.7,13.6,9.7,5.1,1.1,2.1,8.2,13.6,,0.3,0.3,0.6,.050,,-2.9,-0.6,-3.5,-0.2,2019,2020
Kevon Looney,C,23,GSW,20,262,9.4,.403,.177,.152,11.2,16.3,13.6,11.1,2.2,2.1,12.5,15.7,,-0.2,0.2,0.0,.007,,-4.9,-0.6,-5.5,-0.2,2019,2020
Brook Lopez,C,31,MIL,61,1622,14.0,.537,.497,.212,2.7,13.2,8.3,7.8,1.2,8.0,9.2,17.5,,0.8,3.8,4.6,.137,,-0.9,2.7,1.8,1.6,2019,2020
Robin Lopez,C,31,MIL,60,862,11.1,.565,.352,.158,6.3,10.2,8.4,6.4,0.5,4.1,15.6,16.6,,0.2,1.5,1.7,.095,,-2.3,0.4,-1.9,0.0,2019,2020
Kevin Love,PF,31,CLE,55,1743,18.1,.602,.530,.301,3.4,31.2,17.2,15.1,0.9,0.9,14.5,23.1,,2.6,1.2,3.8,.103,,2.7,-0.6,2.1,1.8,2019,2020
Kyle Lowry,PG,33,TOR,52,1901,17.9,.589,.583,.399,1.7,12.0,7.0,31.0,1.8,1.1,15.0,23.1,,4.1,2.8,6.9,.173,,2.5,0.7,3.3,2.5,2019,2020
Timothé Luwawu-Cabarrot,SG,24,BRK,38,645,8.8,.568,.570,.341,3.8,10.3,7.1,5.0,1.0,0.8,13.1,15.4,,0.4,0.6,0.9,.070,,-3.1,-0.2,-3.2,-0.2,2019,2020
Trey Lyles,PF,24,SAS,62,1239,12.5,.551,.482,.135,6.1,24.4,15.2,7.3,1.0,1.9,9.7,13.7,,1.1,0.9,2.0,.078,,-0.5,-0.8,-1.3,0.2,2019,2020
Daryl Macon,SG,24,MIA,4,14,-3.1,.500,.667,.000,0.0,0.0,0.0,9.6,0.0,0.0,40.0,15.7,,0.0,0.0,0.0,-0.160,,-7.0,-4.4,-11.4,0.0,2019,2020
J.P. Macura,SG,24,CLE,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.023,,-5.1,-1.4,-6.5,0.0,2019,2020
Josh Magette,PG,30,ORL,8,38,5.1,.378,.267,.133,2.7,14.6,8.5,19.3,3.9,2.4,23.9,23.8,,-0.2,0.1,-0.1,-0.126,,-8.1,1.7,-6.4,0.0,2019,2020
Ian Mahinmi,C,33,WAS,38,808,14.1,.545,.124,.538,10.2,19.7,14.8,8.2,1.8,4.7,14.8,15.7,,0.7,0.7,1.4,.081,,-2.6,-0.2,-2.8,-0.2,2019,2020
Thon Maker,C,22,DET,59,759,13.4,.579,.326,.587,7.7,16.9,12.3,7.9,1.6,4.2,16.3,15.9,,0.7,0.8,1.5,.093,,-2.2,0.7,-1.5,0.1,2019,2020
Terance Mann,SG,23,LAC,35,271,7.1,.472,.222,.222,1.6,10.8,6.3,18.0,1.4,1.6,19.1,11.2,,0.0,0.3,0.3,.057,,-4.8,1.2,-3.6,-0.1,2019,2020
Boban Marjanović,C,31,DAL,35,297,23.5,.600,.102,.265,15.8,31.4,23.7,6.9,0.8,2.0,12.3,27.0,,0.7,0.4,1.1,.176,,1.1,-1.8,-0.8,0.1,2019,2020
Lauri Markkanen,PF,22,CHI,49,1464,14.3,.559,.533,.265,4.2,19.9,11.6,7.7,1.3,1.5,10.9,21.1,,1.1,1.5,2.6,.084,,0.2,-0.7,-0.5,0.5,2019,2020
