Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP,season_start,season_end
Caleb Martin,SF,24,CHO,17,282,10.4,.592,.431,.181,3.4,8.9,6.0,10.9,1.4,2.3,15.3,14.3,,0.2,0.2,0.3,.058,,-2.3,0.4,-1.9,0.0,2019,2020
Cody Martin,SF,24,CHO,47,870,10.5,.503,.376,.322,4.4,14.9,9.4,15.9,2.2,0.8,15.4,13.8,,0.2,0.7,0.9,.051,,-3.0,0.9,-2.1,0.0,2019,2020
Jeremiah Martin,PG,23,BRK,3,16,5.9,.200,.200,.000,0.0,12.5,6.4,16.4,3.0,5.2,0.0,13.1,,0.0,0.0,0.0,-0.041,,-6.9,3.6,-3.3,0.0,2019,2020
Kelan Martin,SF,24,MIN,31,495,9.2,.506,.530,.171,2.5,18.6,10.2,6.8,0.7,1.5,9.3,17.8,,-0.1,0.3,0.2,.023,,-3.3,-0.9,-4.2,-0.3,2019,2020
Frank Mason,PG,25,MIL,6,53,4.2,.337,.526,.211,6.0,8.8,7.5,25.6,1.7,0.0,22.4,20.8,,-0.2,0.1,-0.1,-0.060,,-7.5,-1.0,-8.5,-0.1,2019,2020
Garrison Mathews,SG,23,WAS,17,219,13.2,.693,.830,.604,2.9,9.4,6.0,6.0,1.7,0.4,10.7,14.3,,0.5,0.0,0.6,.128,,-0.1,-0.7,-0.9,0.1,2019,2020
Wesley Matthews,SG,33,MIL,62,1529,8.4,.545,.691,.157,1.4,8.5,5.2,7.4,1.1,0.5,8.7,12.7,,0.8,2.3,3.1,.099,,-2.4,0.7,-1.7,0.1,2019,2020
Patrick McCaw,SF,24,TOR,37,908,7.3,.500,.438,.111,2.3,7.6,5.0,11.4,2.0,0.4,14.6,9.4,,0.2,1.2,1.4,.073,,-3.5,1.6,-1.9,0.0,2019,2020
CJ McCollum,SG,28,POR,61,2193,17.4,.543,.379,.136,2.0,9.6,5.9,19.4,1.0,1.5,8.4,26.7,,3.0,0.6,3.5,.078,,2.5,-1.6,0.9,1.6,2019,2020
T.J. McConnell,PG,27,IND,62,1173,16.3,.543,.042,.100,3.0,12.1,7.6,37.3,1.8,0.8,18.7,17.3,,1.6,1.4,2.9,.120,,0.2,0.0,0.2,0.7,2019,2020
Jalen McDaniels,PF,22,CHO,15,264,11.6,.571,.343,.224,6.0,18.9,12.2,6.4,1.5,1.0,9.8,13.6,,0.3,0.2,0.5,.089,,-3.1,-0.1,-3.2,-0.1,2019,2020
Doug McDermott,PF,28,IND,62,1242,14.3,.626,.540,.106,2.1,11.7,6.9,8.3,0.4,0.3,7.2,19.6,,2.1,0.9,3.0,.116,,1.6,-1.6,0.0,0.6,2019,2020
JaVale McGee,C,32,LAL,60,1006,20.1,.659,.022,.270,12.2,25.5,19.0,4.7,1.4,7.9,13.1,15.0,,2.2,2.3,4.5,.213,,-0.1,2.2,2.1,1.0,2019,2020
Rodney McGruder,SG,28,LAC,49,728,6.5,.474,.507,.171,3.6,13.5,8.7,5.3,1.4,1.0,11.4,10.5,,-0.1,0.9,0.8,.053,,-3.8,0.8,-3.0,-0.2,2019,2020
Alfonzo McKinnie,SF,27,CLE,39,571,8.8,.498,.384,.177,6.5,14.9,10.7,3.5,1.9,1.0,12.4,15.1,,-0.1,0.3,0.2,.015,,-4.3,-0.8,-5.2,-0.5,2019,2020
Jordan McLaughlin,PG,23,MIN,29,571,16.5,.589,.431,.213,1.1,7.9,4.3,31.3,2.8,0.6,14.0,15.9,,1.1,0.4,1.5,.130,,0.3,0.1,0.4,0.4,2019,2020
Ben McLemore,SG,26,HOU,62,1427,11.6,.619,.829,.132,1.5,8.8,5.1,5.2,1.2,0.7,8.5,15.7,,2.0,0.9,2.9,.098,,0.0,-0.7,-0.7,0.5,2019,2020
Jordan McRae,SG,28,TOT,36,757,14.4,.520,.348,.303,2.5,14.9,8.5,17.7,1.3,1.8,9.7,24.5,,0.4,0.3,0.7,.046,,0.3,-1.5,-1.2,0.1,2019,2020
Nicolò Melli,C,29,NOP,52,889,12.4,.583,.647,.216,4.4,14.3,9.3,10.2,1.6,1.8,12.1,15.9,,1.0,0.8,1.8,.095,,-0.8,0.2,-0.6,0.3,2019,2020
De'Anthony Melton,PG,21,MEM,51,985,14.6,.530,.324,.309,3.8,15.8,9.9,20.6,3.0,1.5,16.7,19.7,,0.4,1.4,1.8,.086,,-1.7,1.7,0.0,0.5,2019,2020
Chimezie Metu,PF,22,SAS,16,73,25.5,.597,.029,.229,14.7,23.6,19.2,13.9,0.7,4.8,11.5,25.9,,0.2,0.1,0.2,.159,,3.8,-0.8,3.0,0.1,2019,2020
Khris Middleton,SF,28,MIL,55,1653,21.5,.619,.374,.231,2.5,17.0,10.2,21.0,1.4,0.4,10.8,26.2,,4.3,3.1,7.4,.214,,3.6,0.7,4.3,2.6,2019,2020
Eric Mika,PF,25,SAC,1,19,14.0,.773,.000,.667,11.6,30.5,20.8,0.0,0.0,0.0,0.0,8.9,,0.1,0.0,0.1,.222,,-2.3,-0.9,-3.1,0.0,2019,2020
C.J. Miles,SG,32,WAS,10,161,11.1,.472,.593,.339,2.6,5.7,4.1,9.9,2.9,2.2,5.6,18.6,,0.0,0.1,0.1,.032,,-1.8,-0.1,-1.9,0.0,2019,2020
Malcolm Miller,SF,26,TOR,25,125,4.7,.432,.792,.250,0.9,10.8,5.9,8.3,1.5,1.5,10.1,10.1,,-0.1,0.2,0.1,.037,,-4.2,1.3,-2.9,0.0,2019,2020
Patty Mills,PG,31,SAS,62,1411,14.6,.584,.678,.189,1.4,6.0,3.7,11.1,1.8,0.4,7.5,20.6,,2.0,0.5,2.4,.083,,1.1,-1.2,-0.2,0.6,2019,2020
Paul Millsap,PF,34,DEN,43,1041,17.9,.600,.277,.332,9.2,17.8,13.5,9.4,1.8,2.4,12.0,20.4,,2.0,1.3,3.4,.155,,0.8,0.0,0.8,0.7,2019,2020
Shake Milton,SG,23,PHI,31,584,15.5,.639,.495,.238,2.1,10.8,6.4,17.2,1.5,0.9,13.7,19.5,,1.1,0.6,1.7,.139,,0.4,-0.3,0.1,0.3,2019,2020
Donovan Mitchell,SG,23,UTA,63,2165,19.1,.560,.347,.235,2.3,11.2,7.0,21.2,1.5,0.5,10.9,31.0,,3.0,2.1,5.2,.115,,2.5,-0.6,1.9,2.1,2019,2020
Naz Mitrou-Long,SG,26,IND,3,43,10.1,.438,.688,.000,0.0,15.3,7.7,22.2,1.1,2.0,11.1,18.4,,0.0,0.1,0.0,.016,,-1.9,2.4,0.5,0.0,2019,2020
Adam Mokoka,SG,21,CHI,11,112,8.2,.538,.536,.143,6.6,3.1,4.9,5.0,1.7,0.0,6.3,12.1,,0.1,0.1,0.2,.072,,-3.1,-1.0,-4.1,-0.1,2019,2020
Malik Monk,SG,21,CHO,55,1169,12.6,.530,.418,.205,2.4,12.6,7.3,16.6,1.1,1.3,12.6,22.9,,0.1,0.6,0.6,.027,,-1.1,-1.4,-2.4,-0.1,2019,2020
Matt Mooney,SG,22,CLE,3,6,26.6,.500,.500,.000,0.0,18.7,9.2,25.0,8.1,14.3,0.0,14.2,,0.0,0.0,0.0,.250,,3.2,16.0,19.2,0.0,2019,2020
E'Twaun Moore,SG,30,NOP,51,958,11.1,.509,.390,.105,3.2,10.4,6.8,10.9,1.4,0.9,8.1,19.9,,0.2,0.6,0.8,.042,,-1.8,-1.1,-2.9,-0.2,2019,2020
Ja Morant,PG,20,MEM,58,1736,18.1,.569,.171,.328,2.6,9.5,6.2,34.8,1.4,0.7,17.2,25.9,,2.3,1.2,3.5,.096,,1.7,-1.3,0.4,1.1,2019,2020
Juwan Morgan,PF,22,UTA,16,74,8.8,.559,.294,.000,7.8,19.8,14.1,3.8,0.0,1.1,15.0,11.9,,0.0,0.1,0.1,.066,,-2.9,-0.4,-3.3,0.0,2019,2020
Marcus Morris,SF-PF,30,TOT,54,1705,14.8,.565,.430,.279,3.2,14.2,8.6,6.9,1.2,1.5,9.5,23.0,,1.9,1.2,3.1,.086,,0.8,-0.9,-0.1,0.8,2019,2020
Markieff Morris,PF,30,TOT,51,1091,12.5,.570,.494,.196,3.2,17.0,10.0,10.4,1.2,1.1,13.9,21.3,,0.4,0.8,1.2,.054,,-1.1,-1.0,-2.1,0.0,2019,2020
Monte Morris,PG,24,DEN,64,1385,15.1,.540,.295,.130,1.6,7.4,4.5,23.5,1.9,1.1,8.2,17.2,,2.3,1.2,3.5,.120,,0.3,-0.1,0.3,0.8,2019,2020
Johnathan Motley,PF,24,LAC,13,41,28.4,.774,.067,.467,7.7,17.2,12.6,32.9,3.4,0.0,21.7,23.4,,0.2,0.1,0.3,.299,,4.7,3.2,7.8,0.1,2019,2020
Emmanuel Mudiay,PG,23,UTA,48,752,13.7,.550,.263,.239,2.6,13.7,8.4,21.8,1.2,1.1,16.9,22.4,,0.3,0.8,1.1,.071,,-1.2,0.0,-1.2,0.2,2019,2020
Mychal Mulder,SG,25,GSW,6,177,10.5,.593,.776,.172,1.8,10.2,5.8,6.9,0.5,0.5,6.0,16.0,,0.2,0.0,0.2,.062,,-1.6,-1.9,-3.5,-0.1,2019,2020
Dejounte Murray,PG,23,SAS,58,1447,17.2,.535,.168,.175,5.0,20.0,12.5,23.8,3.3,1.0,15.7,20.6,,0.9,1.7,2.6,.086,,-0.5,1.5,1.0,1.1,2019,2020
Jamal Murray,PG,22,DEN,54,1766,17.6,.559,.356,.212,2.6,10.7,6.7,22.7,1.8,0.8,11.8,25.1,,2.5,1.6,4.2,.113,,1.9,-0.7,1.2,1.4,2019,2020
Džanan Musa,SF,20,BRK,35,404,8.4,.467,.468,.317,5.0,12.9,9.0,11.0,1.5,0.2,15.5,19.4,,-0.4,0.4,0.0,.005,,-4.0,-0.7,-4.7,-0.3,2019,2020
Mike Muscala,C,28,OKC,41,492,12.2,.560,.755,.138,3.0,17.7,10.6,9.8,0.8,1.9,7.7,16.4,,0.5,0.5,1.0,.102,,-0.1,-0.1,-0.2,0.2,2019,2020
Sviatoslav Mykhailiuk,SF,22,DET,55,1241,11.0,.580,.704,.166,1.5,7.9,4.7,12.0,1.5,0.3,12.5,16.9,,1.0,0.6,1.5,.060,,-0.7,-1.2,-1.9,0.0,2019,2020
Abdel Nader,SF,26,OKC,48,756,11.2,.580,.477,.282,2.1,10.8,6.6,6.6,1.3,2.3,12.7,16.5,,0.4,0.7,1.1,.072,,-1.2,0.3,-0.9,0.2,2019,2020
Larry Nance,C,27,CLE,55,1440,17.1,.601,.369,.165,8.0,23.3,15.6,12.0,1.8,1.2,11.5,15.3,,2.6,1.1,3.7,.123,,1.3,0.2,1.4,1.2,2019,2020
Shabazz Napier,PG,28,TOT,50,1196,14.3,.550,.536,.337,2.1,11.0,6.4,29.3,2.4,0.6,18.9,19.6,,1.0,0.8,1.8,.072,,-0.3,-0.3,-0.6,0.4,2019,2020
Raul Neto,PG,27,PHI,49,565,11.6,.562,.406,.177,2.1,8.0,5.1,19.3,1.9,0.8,18.2,17.6,,0.2,0.6,0.8,.071,,-1.9,0.1,-1.8,0.0,2019,2020
Malik Newman,SG,22,CLE,1,4,-11.3,.347,.500,1.000,0.0,0.0,0.0,0.0,0.0,0.0,25.8,41.4,,0.0,0.0,0.0,-0.502,,-14.6,-11.5,-26.1,0.0,2019,2020
Georges Niang,PF,26,UTA,58,772,12.4,.612,.698,.083,1.8,13.2,7.7,6.7,0.8,0.5,8.6,17.1,,1.0,0.7,1.7,.105,,0.9,-0.4,0.5,0.5,2019,2020
Nerlens Noel,C,25,OKC,55,1014,21.7,.714,.012,.386,9.3,20.0,14.8,7.9,2.7,6.9,15.4,15.3,,2.7,2.1,4.8,.225,,0.6,3.4,4.0,1.5,2019,2020
Zach Norvell,SG,22,TOT,5,41,2.6,.402,.667,.083,0.0,16.3,7.9,10.2,2.3,0.0,19.4,16.0,,-0.1,0.0,-0.1,-0.083,,-7.1,-1.2,-8.3,-0.1,2019,2020
Jaylen Nowell,SG,20,MIN,14,146,10.8,.479,.481,.327,2.1,6.0,4.0,17.6,1.0,0.6,4.8,17.6,,0.1,0.0,0.2,.055,,-2.6,-0.8,-3.5,-0.1,2019,2020
Frank Ntilikina,PG,21,NYK,55,1134,9.3,.487,.407,.148,2.0,9.0,5.4,19.8,2.2,1.3,17.0,15.2,,-0.1,0.8,0.7,.028,,-3.9,0.4,-3.4,-0.4,2019,2020
Kendrick Nunn,SG,24,MIA,61,1815,13.3,.540,.422,.110,1.2,8.8,5.1,18.7,1.4,0.6,10.2,23.7,,0.9,1.5,2.3,.062,,-0.9,-1.3,-2.2,-0.1,2019,2020
David Nwaba,SF,27,BRK,20,268,14.0,.627,.394,.380,3.2,13.8,8.6,4.4,1.9,3.7,8.8,14.2,,0.4,0.4,0.8,.142,,-1.0,2.1,1.1,0.2,2019,2020
Royce O'Neale,PF,26,UTA,64,1862,9.3,.584,.657,.153,1.4,17.8,10.0,11.5,1.2,1.3,12.7,9.3,,1.8,2.2,4.0,.104,,-1.3,2.1,0.8,1.3,2019,2020
Kyle O'Quinn,C,29,PHI,25,255,18.2,.541,.319,.264,13.8,27.7,20.8,19.4,1.0,7.3,18.3,16.7,,0.3,0.5,0.8,.155,,-0.7,2.2,1.5,0.2,2019,2020
Semi Ojeleye,PF,25,BOS,60,870,7.8,.565,.610,.182,2.9,11.6,7.3,4.6,1.0,0.5,6.2,8.7,,0.8,0.9,1.7,.096,,-2.0,0.7,-1.3,0.1,2019,2020
Jahlil Okafor,C,24,NOP,28,424,17.8,.631,.014,.403,11.4,18.2,14.8,12.6,0.8,3.7,17.5,19.8,,0.7,0.4,1.1,.129,,-0.6,0.5,-0.1,0.2,2019,2020
Elie Okobo,PG,22,PHO,53,705,10.5,.511,.392,.370,2.5,11.6,6.9,21.5,1.6,0.5,15.3,15.0,,0.4,0.5,0.9,.060,,-2.0,-0.1,-2.1,0.0,2019,2020
Josh Okogie,SG,21,MIN,61,1512,11.7,.553,.392,.476,5.8,12.9,9.2,8.8,2.1,1.4,15.3,15.3,,0.9,1.2,2.1,.068,,-2.4,0.1,-2.3,-0.1,2019,2020
KZ Okpala,SF,20,MIA,5,26,13.7,.595,.200,.400,4.5,16.6,10.8,5.5,3.8,3.8,14.5,11.7,,0.0,0.1,0.1,.120,,-1.3,3.9,2.7,0.0,2019,2020
Victor Oladipo,SG,27,IND,12,309,9.7,.471,.428,.255,2.5,9.6,6.1,16.3,1.6,0.6,14.3,26.8,,-0.5,0.3,-0.2,-0.031,,-3.5,-1.7,-5.2,-0.3,2019,2020
Kelly Olynyk,C,28,MIA,58,1084,14.9,.645,.585,.262,4.0,22.0,13.4,13.2,1.7,1.7,15.1,16.7,,1.8,1.5,3.3,.144,,0.2,1.3,1.5,0.9,2019,2020
Miye Oni,SG,22,UTA,5,11,-9.9,.000,.500,.000,0.0,19.1,10.0,0.0,0.0,0.0,33.3,12.0,,-0.1,0.0,-0.1,-0.285,,-13.0,-4.9,-17.9,0.0,2019,2020
Cedi Osman,SF,24,CLE,64,1880,10.8,.559,.535,.157,2.1,11.3,6.6,11.7,1.4,0.7,12.6,16.5,,1.2,0.5,1.7,.043,,-1.5,-1.0,-2.5,-0.2,2019,2020
Kelly Oubre,SF,24,PHO,56,1933,14.9,.560,.372,.298,3.8,17.3,10.4,6.7,1.7,1.8,8.2,22.4,,1.7,1.9,3.7,.092,,-0.2,-0.3,-0.6,0.7,2019,2020
Tariq Owens,PF,24,PHO,3,15,8.4,.340,.400,.400,14.6,7.6,11.1,0.0,3.2,0.0,0.0,16.7,,0.0,0.0,0.0,.018,,-3.1,-2.7,-5.8,0.0,2019,2020
Jeremy Pargo,PG,33,GSW,3,44,12.7,.557,.318,.045,2.4,5.1,3.7,33.1,1.1,0.0,15.1,25.6,,0.0,0.0,0.0,.013,,-2.8,-3.0,-5.9,0.0,2019,2020
Jabari Parker,PF,24,TOT,33,852,17.0,.561,.291,.185,6.8,18.1,12.3,11.7,2.3,1.5,12.2,24.0,,0.5,0.7,1.2,.066,,0.3,-0.4,-0.1,0.4,2019,2020
Chandler Parsons,SF,31,ATL,5,54,5.6,.389,.778,.000,2.0,12.1,7.0,7.5,3.5,1.6,14.3,16.2,,-0.1,0.0,-0.1,-0.066,,-4.6,-1.3,-5.9,-0.1,2019,2020
Eric Paschall,PF,23,GSW,59,1622,14.5,.573,.199,.331,5.3,13.2,9.1,12.2,0.9,0.7,11.6,21.4,,1.6,0.5,2.2,.064,,-0.9,-1.9,-2.8,-0.3,2019,2020
Anžejs Pasečņiks,C,24,WAS,23,402,11.8,.559,.019,.491,10.2,17.0,13.5,5.8,0.9,2.6,14.6,15.6,,0.3,0.1,0.5,.059,,-3.5,-1.7,-5.2,-0.3,2019,2020
Patrick Patterson,PF,30,LAC,50,598,11.6,.570,.751,.184,5.3,15.0,10.3,7.0,0.5,0.4,7.8,15.1,,0.8,0.6,1.5,.116,,0.8,-0.6,0.3,0.3,2019,2020
Justin Patton,C,22,OKC,5,24,4.7,.450,.400,.000,4.8,17.9,11.6,12.5,0.0,0.0,16.7,22.1,,0.0,0.0,0.0,-0.066,,-6.8,-3.3,-10.1,-0.1,2019,2020
Chris Paul,PG,34,OKC,63,2003,21.7,.609,.347,.311,1.2,15.5,8.6,33.4,2.4,0.4,13.0,23.2,,5.6,2.5,8.1,.194,,3.2,1.2,4.4,3.2,2019,2020
Elfrid Payton,PG,25,NYK,43,1193,16.2,.472,.162,.183,4.5,14.1,9.1,38.6,2.7,1.3,16.4,19.6,,0.6,1.1,1.7,.069,,-0.2,0.5,0.3,0.7,2019,2020
Gary Payton,PG,27,WAS,28,421,11.6,.473,.397,.069,6.5,13.8,10.0,15.1,3.5,1.4,13.7,13.7,,0.1,0.4,0.5,.052,,-2.9,1.5,-1.4,0.1,2019,2020
Norvel Pelle,C,26,PHI,20,178,11.3,.521,.000,.343,9.9,27.3,18.6,5.3,0.3,11.9,24.4,12.9,,-0.1,0.4,0.3,.082,,-7.2,3.0,-4.2,-0.1,2019,2020
Theo Pinson,SG,24,BRK,33,365,5.2,.370,.516,.103,2.9,12.1,7.6,21.9,2.2,0.9,16.9,22.4,,-1.0,0.5,-0.6,-0.074,,-6.8,-0.2,-7.0,-0.5,2019,2020
Mason Plumlee,C,29,DEN,52,887,19.5,.619,.016,.561,11.2,23.9,17.5,20.2,1.6,3.3,18.6,18.4,,1.8,1.3,3.1,.168,,0.5,2.0,2.5,1.0,2019,2020
Vincent Poirier,C,26,BOS,21,114,12.8,.540,.061,.212,9.5,22.4,16.0,8.6,0.8,4.9,14.3,15.8,,0.1,0.2,0.3,.124,,-4.4,0.6,-3.8,-0.1,2019,2020
Jakob Pöltl,C,24,SAS,58,965,19.6,.611,.000,.339,11.6,23.0,17.3,14.6,1.5,7.7,15.2,13.3,,2.0,1.3,3.3,.165,,0.8,2.3,3.1,1.2,2019,2020
Shamorie Ponds,PG,21,TOR,4,11,33.2,.765,.400,.400,0.0,9.4,4.8,32.1,0.0,8.8,0.0,22.9,,0.1,0.0,0.1,.451,,8.5,5.2,13.7,0.0,2019,2020
Jordan Poole,SG,20,GSW,56,1248,6.9,.448,.526,.234,0.8,9.7,5.1,15.7,1.3,0.7,11.9,21.0,,-1.7,0.4,-1.3,-0.050,,-4.6,-2.2,-6.8,-1.5,2019,2020
Kevin Porter,SF,19,CLE,50,1162,10.8,.535,.375,.240,2.1,13.5,7.7,13.9,1.9,1.0,16.7,20.5,,-0.3,0.6,0.3,.011,,-3.2,-0.7,-3.8,-0.6,2019,2020
Michael Porter,PF,21,DEN,47,665,18.8,.595,.362,.152,8.9,24.3,16.6,8.1,1.4,2.6,10.4,21.9,,1.1,0.9,2.0,.146,,1.7,-0.7,1.0,0.5,2019,2020
Otto Porter,SF,26,CHI,13,305,15.3,.541,.442,.202,4.1,12.2,8.0,11.9,2.1,1.9,6.6,21.0,,0.3,0.3,0.7,.104,,0.5,0.1,0.6,0.2,2019,2020
Bobby Portis,C,24,NYK,64,1350,14.4,.528,.323,.160,6.0,20.4,13.0,10.6,1.2,1.1,10.5,21.3,,0.8,1.0,1.8,.063,,-0.1,-1.1,-1.2,0.3,2019,2020
Kristaps Porziņģis,PF,24,DAL,50,1559,19.7,.544,.445,.288,6.0,25.2,15.8,8.5,1.1,5.6,8.4,26.8,,1.9,2.5,4.4,.134,,1.5,0.2,1.7,1.5,2019,2020
Dwight Powell,C,28,DAL,40,1061,16.0,.677,.170,.485,7.5,14.7,11.2,7.7,1.6,1.8,11.5,12.7,,2.6,1.1,3.7,.168,,0.5,0.9,1.4,0.9,2019,2020
Norman Powell,SG,26,TOR,44,1269,17.4,.629,.457,.252,2.0,11.2,6.7,9.7,2.1,1.3,10.0,21.5,,2.2,1.9,4.2,.157,,1.5,0.9,2.4,1.4,2019,2020
Chasson Randle,PG,26,GSW,2,26,5.7,.399,.500,2.000,0.0,8.6,4.2,9.6,1.8,0.0,0.0,6.2,,0.0,0.0,0.0,.033,,-6.4,0.2,-6.3,0.0,2019,2020
Julius Randle,PF,25,NYK,62,2016,17.4,.534,.231,.351,7.6,24.9,16.0,15.9,1.2,1.0,14.2,27.6,,0.9,1.7,2.6,.061,,0.6,-0.9,-0.3,0.9,2019,2020
Josh Reaves,SG,22,DAL,2,1,-40.0,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.8,,0.0,0.0,0.0,-1.036,,-24.2,-15.1,-39.3,0.0,2019,2020
Cam Reddish,SF,20,ATL,57,1516,9.1,.502,.453,.233,2.5,12.6,7.5,8.2,1.8,1.5,13.5,18.9,,-1.0,0.7,-0.3,-0.009,,-3.1,-0.9,-4.0,-0.8,2019,2020
J.J. Redick,SG,35,NOP,54,1425,15.1,.639,.618,.292,0.7,9.7,5.2,10.8,0.6,0.5,9.4,19.9,,3.2,0.5,3.7,.125,,2.1,-1.7,0.4,0.9,2019,2020
Naz Reid,C,20,MIN,29,472,15.5,.501,.413,.217,7.3,19.9,13.4,10.8,1.8,3.9,6.9,24.1,,0.2,0.5,0.8,.077,,-1.4,-0.5,-1.9,0.0,2019,2020
Josh Richardson,SG,26,PHI,47,1445,12.2,.526,.373,.218,2.8,9.5,6.1,15.0,1.5,1.9,12.8,21.3,,0.3,1.6,1.8,.061,,-1.6,-0.2,-1.7,0.1,2019,2020
